Source;Target;Partition;model;Resize;dropoutTrain;dropoutVal;Repetitions;Combination;VoteTH;BinTH;TotalGTBoxes;F1;IoU;Prec;Recall;TP;FP;FN;TP-norm;FP-norm;FN-norm;mAP;COCO
Capitan;Capitan;val;SAE_D3_RVH_Capitan;VH;0.3;0.1;1;mean;0.0;0.55;121;0.9516129032258065;0.8518562191318376;0.9291338582677166;0.9752066115702479;118.0;9;3;0.9752066115702479;0.07086614173228346;0.024793388429752067;0.8808680176734924;0.5499820709228516
Capitan;Capitan;test;SAE_D3_RVH_Capitan;VH;0.3;0.1;1;mean;0;0.55;144;0.963210702341137;0.850069329924434;0.9290322580645162;1.0;144.0;11;0;1.0;0.07096774193548387;0.0;0.9916766881942749;0.6904849410057068
Capitan;SEILS;test;SAE_D3_RVH_Capitan;VH;0.3;0.1;1;mean;0;0.55;289;0.3407407407407407;0.7393628313192492;0.2979274611398964;0.39792387543252594;115.0;271;174;0.39792387543252594;0.7020725388601037;0.6020761245674741;0.16441883146762848;0.06551531702280045
Capitan;FMT_C;test;SAE_D3_RVH_Capitan;VH;0.3;0.1;1;mean;0;0.55;311;0;0;0.0;0.0;0.0;3;311;0.0;1.0;1.0;0.0;0.0
Capitan;Capitan;val;SAE_D3_RVH_Capitan;VH;0.3;0.2;1;mean;0.0;0.2;121;0.921875;0.8207148274857621;0.8740740740740741;0.9752066115702479;118.0;17;3;0.9752066115702479;0.1259259259259259;0.024793388429752067;0.8535953164100647;0.5493669509887695
Capitan;Capitan;test;SAE_D3_RVH_Capitan;VH;0.3;0.2;1;mean;0;0.2;144;0.9142857142857143;0.8173067212069048;0.8421052631578947;1.0;144.0;27;0;1.0;0.15789473684210525;0.0;0.9884705543518066;0.6120771169662476
Capitan;SEILS;test;SAE_D3_RVH_Capitan;VH;0.3;0.2;1;mean;0;0.2;289;0.18524332810047095;0.7249727637370494;0.16954022988505746;0.2041522491349481;59.0;289;230;0.2041522491349481;0.8304597701149425;0.7958477508650519;0.06995096057653427;0.0286848284304142
Capitan;FMT_C;test;SAE_D3_RVH_Capitan;VH;0.3;0.2;1;mean;0;0.2;311;0;0;0.0;0.0;0.0;34;311;0.0;1.0;1.0;0.0;0.0
Capitan;Capitan;val;SAE_D3_RVH_Capitan;VH;0.3;0.3;1;mean;0.0;0.15;121;0.924901185770751;0.8201089917169077;0.8863636363636364;0.9669421487603306;117.0;15;4;0.9669421487603306;0.11363636363636363;0.03305785123966942;0.7380867600440979;0.4487246572971344
Capitan;Capitan;test;SAE_D3_RVH_Capitan;VH;0.3;0.3;1;mean;0;0.15;144;0.9171974522292993;0.8265369329829522;0.8470588235294118;1.0;144.0;26;0;1.0;0.15294117647058825;0.0;0.9788255095481873;0.6265631318092346
Capitan;SEILS;test;SAE_D3_RVH_Capitan;VH;0.3;0.3;1;mean;0;0.15;289;0.12099644128113879;0.6839598580649576;0.12454212454212454;0.11764705882352941;34.0;239;255;0.11764705882352941;0.8754578754578755;0.8823529411764706;0.029007460922002792;0.01001646276563406
Capitan;FMT_C;test;SAE_D3_RVH_Capitan;VH;0.3;0.3;1;mean;0;0.15;311;0;0;0.0;0.0;0.0;32;311;0.0;1.0;1.0;0.0;0.0
Capitan;Capitan;val;SAE_D3_RVH_Capitan;VH;0.3;0.4;1;mean;0.0;0.1;121;0.8270042194092827;0.7683706584280363;0.8448275862068966;0.8099173553719008;98.0;18;23;0.8099173553719008;0.15517241379310345;0.19008264462809918;0.5919477343559265;0.3118673861026764
Capitan;Capitan;test;SAE_D3_RVH_Capitan;VH;0.3;0.4;1;mean;0;0.1;144;0.691860465116279;0.7993370192790169;0.595;0.8263888888888888;119.0;81;25;0.8263888888888888;0.405;0.1736111111111111;0.713236927986145;0.3873623013496399
Capitan;SEILS;test;SAE_D3_RVH_Capitan;VH;0.3;0.4;1;mean;0;0.1;289;0.03440860215053764;0.6819142085048169;0.045454545454545456;0.02768166089965398;8.0;168;281;0.02768166089965398;0.9545454545454546;0.972318339100346;0.003498074598610401;0.0015642105136066675
Capitan;FMT_C;test;SAE_D3_RVH_Capitan;VH;0.3;0.4;1;mean;0;0.1;311;0.004914004914004914;0.6490132065078661;0.010416666666666666;0.003215434083601286;1.0;95;310;0.003215434083601286;0.9895833333333334;0.9967845659163987;0.0003132987185381353;0.00026402639923617244
Capitan;Capitan;val;SAE_D3_RVH_Capitan;VH;0.3;0.5;1;mean;0.0;0.25;121;0.5252525252525252;0.7059040096979616;0.6753246753246753;0.4297520661157025;52.0;25;69;0.4297520661157025;0.3246753246753247;0.5702479338842975;0.17704883217811584;0.06881292164325714
Capitan;Capitan;test;SAE_D3_RVH_Capitan;VH;0.3;0.5;1;mean;0;0.25;144;0.45999999999999996;0.7289691953569428;0.4423076923076923;0.4791666666666667;69.0;87;75;0.4791666666666667;0.5576923076923077;0.5208333333333334;0.35443150997161865;0.14630386233329773
Capitan;SEILS;test;SAE_D3_RVH_Capitan;VH;0.3;0.5;1;mean;0;0.25;289;0.07125890736342042;0.6921165452938017;0.11363636363636363;0.05190311418685121;15.0;117;274;0.05190311418685121;0.8863636363636364;0.9480968858131488;0.01117723062634468;0.0039307186380028725
Capitan;FMT_C;test;SAE_D3_RVH_Capitan;VH;0.3;0.5;1;mean;0;0.25;311;0;0;0.0;0.0;0.0;58;311;0.0;1.0;1.0;0.0;0.0
Capitan;Capitan;val;SAE_D3_RVH_Capitan;VH;0.3;0.1;2;mean;0.0;0.55;121;0.9917355371900827;0.8645567687068595;0.9917355371900827;0.9917355371900827;120.0;1;1;0.9917355371900827;0.008264462809917356;0.008264462809917356;0.9342337846755981;0.6068379282951355
Capitan;Capitan;test;SAE_D3_RVH_Capitan;VH;0.3;0.1;2;mean;0;0.55;144;0.9664429530201343;0.8578750584306405;0.935064935064935;1.0;144.0;10;0;1.0;0.06493506493506493;0.0;0.988688051700592;0.7097828984260559
Capitan;SEILS;test;SAE_D3_RVH_Capitan;VH;0.3;0.1;2;mean;0;0.55;289;0.34744525547445254;0.7198532462034101;0.3005050505050505;0.4117647058823529;119.0;277;170;0.4117647058823529;0.6994949494949495;0.5882352941176471;0.16936828196048737;0.06324805319309235
Capitan;FMT_C;test;SAE_D3_RVH_Capitan;VH;0.3;0.1;2;mean;0;0.55;311;0;0;0.0;0.0;0.0;1;311;0.0;1.0;1.0;0.0;0.0
