Source;Target;Partition;model;Resize;dropoutTrain;dropoutVal;Repetitions;Combination;VoteTH;BinTH;TotalGTBoxes;F1;IoU;Prec;Recall;TP;FP;FN;TP-norm;FP-norm;FN-norm;mAP;COCO
FMT_C;FMT_C;val;SAE_D2_RVH_FMT_C;VH;0.2;0.1;500;votes;0.25;0.6;316;0.9716088328075709;0.8144670393362866;0.9685534591194969;0.9746835443037974;308.0;10;8;0.9746835443037974;0.031446540880503145;0.02531645569620253;0.7640007138252258;0.39717793464660645
FMT_C;Capitan;test;SAE_D2_RVH_FMT_C;VH;0.2;0.1;500;votes;0.25;0.6;144;0.20689655172413793;0.6137731990650752;0.2727272727272727;0.16666666666666666;24.0;64;120;0.16666666666666666;0.7272727272727273;0.8333333333333334;0.053070902824401855;0.013258109800517559
FMT_C;SEILS;test;SAE_D2_RVH_FMT_C;VH;0.2;0.1;500;votes;0.25;0.6;289;0.5151116951379764;0.6951154124661404;0.4152542372881356;0.6782006920415224;196.0;276;93;0.6782006920415224;0.5847457627118644;0.3217993079584775;0.3979206085205078;0.14055731892585754
FMT_C;FMT_C;test;SAE_D2_RVH_FMT_C;VH;0.2;0.1;500;votes;0.25;0.6;311;0.9791332263242376;0.808224527835667;0.9775641025641025;0.9807073954983923;305.0;7;6;0.9807073954983923;0.022435897435897436;0.01929260450160772;0.9713853597640991;0.5538274049758911
FMT_C;FMT_C;val;SAE_D2_RVH_FMT_C;VH;0.2;0.1;500;votes;0.5;0.55;316;0.9761526232114468;0.8192777284992184;0.9808306709265175;0.9715189873417721;307.0;6;9;0.9715189873417721;0.019169329073482427;0.028481012658227847;0.7908459305763245;0.41746845841407776
FMT_C;Capitan;test;SAE_D2_RVH_FMT_C;VH;0.2;0.1;500;votes;0.5;0.55;144;0.10526315789473684;0.5736153691256738;0.16923076923076924;0.0763888888888889;11.0;54;133;0.0763888888888889;0.8307692307692308;0.9236111111111112;0.018056368455290794;0.0030734757892787457
FMT_C;SEILS;test;SAE_D2_RVH_FMT_C;VH;0.2;0.1;500;votes;0.5;0.55;289;0.4626038781163435;0.681446824919093;0.3856812933025404;0.5778546712802768;167.0;266;122;0.5778546712802768;0.6143187066974596;0.42214532871972316;0.3223137855529785;0.10561762750148773
FMT_C;FMT_C;test;SAE_D2_RVH_FMT_C;VH;0.2;0.1;500;votes;0.5;0.55;311;0.9759229534510432;0.8120742550212044;0.9743589743589743;0.977491961414791;304.0;8;7;0.977491961414791;0.02564102564102564;0.022508038585209004;0.9680637121200562;0.556578516960144
FMT_C;FMT_C;val;SAE_D2_RVH_FMT_C;VH;0.2;0.1;500;votes;0.75;0.5;316;0.9746031746031746;0.8211967194925595;0.9777070063694268;0.9715189873417721;307.0;7;9;0.9715189873417721;0.022292993630573247;0.028481012658227847;0.7727023363113403;0.40721502900123596
FMT_C;Capitan;test;SAE_D2_RVH_FMT_C;VH;0.2;0.1;500;votes;0.75;0.5;144;0.021621621621621623;0.6177433171964768;0.04878048780487805;0.013888888888888888;2.0;39;142;0.013888888888888888;0.9512195121951219;0.9861111111111112;0.0011111111380159855;0.00035643563023768365
FMT_C;SEILS;test;SAE_D2_RVH_FMT_C;VH;0.2;0.1;500;votes;0.75;0.5;289;0.3442879499217527;0.6585172896756466;0.3142857142857143;0.3806228373702422;110.0;240;179;0.3806228373702422;0.6857142857142857;0.6193771626297578;0.2061244547367096;0.05840402841567993
FMT_C;FMT_C;test;SAE_D2_RVH_FMT_C;VH;0.2;0.1;500;votes;0.75;0.5;311;0.9696000000000001;0.809284397376613;0.964968152866242;0.9742765273311897;303.0;11;8;0.9742765273311897;0.03503184713375796;0.02572347266881029;0.9625703692436218;0.544026792049408
FMT_C;FMT_C;val;SAE_D2_RVH_FMT_C;VH;0.2;0.1;500;votes;1.0;0.1;316;0.48239895697522817;0.7265100808944422;0.41019955654101997;0.5854430379746836;185.0;266;131;0.5854430379746836;0.5898004434589801;0.41455696202531644;0.05143178999423981;0.019402286037802696
FMT_C;Capitan;test;SAE_D2_RVH_FMT_C;VH;0.2;0.1;500;votes;1.0;0.1;144;0;0;0.0;0.0;0.0;1;144;0.0;1.0;1.0;0.0;0.0
FMT_C;SEILS;test;SAE_D2_RVH_FMT_C;VH;0.2;0.1;500;votes;1.0;0.1;289;0.20588235294117646;0.6096070175192025;0.35294117647058826;0.1453287197231834;42.0;77;247;0.1453287197231834;0.6470588235294118;0.8546712802768166;0.07518709450960159;0.015733782202005386
FMT_C;FMT_C;test;SAE_D2_RVH_FMT_C;VH;0.2;0.1;500;votes;1.0;0.1;311;0.5014005602240897;0.7377841690165353;0.4441687344913151;0.5755627009646302;179.0;224;132;0.5755627009646302;0.5558312655086849;0.42443729903536975;0.2865355610847473;0.12154791504144669
FMT_C;FMT_C;val;SAE_D2_RVH_FMT_C;VH;0.2;0.2;500;votes;0.25;0.6;316;0.9684542586750788;0.8169151320278405;0.9654088050314465;0.9715189873417721;307.0;11;9;0.9715189873417721;0.03459119496855346;0.028481012658227847;0.7573443055152893;0.39149945974349976
FMT_C;Capitan;test;SAE_D2_RVH_FMT_C;VH;0.2;0.2;500;votes;0.25;0.6;144;0.1095890410958904;0.5779187555788389;0.16;0.08333333333333333;12.0;63;132;0.08333333333333333;0.84;0.9166666666666666;0.0183631032705307;0.00382997770793736
